housing_median_age,total_rooms,median_income,total_bedrooms,Make,population,households,GenderMainOwner,median_house_value,Exposure ,Indicator
26,3077,607,1603,TOYOTA,595,2.7174,Male,137500,1,1
10,6262,1278,2954,VOLVO,1169,3.4506,Female,139000,1,1
23,1843,273,818,VOLVO,276,4.4695,Male,214700,1,0
18,4947,714,2227,FIAT,675,4.8542,Female,170500,1,1
19,5268,849,2357,FORD,849,3.9226,Female,148700,1,1
27,5266,971,2432,VAUXHALL,948,3.8954,Female,133000,1,1
28,3558,589,1742,VOLVO,581,4.0182,Female,131700,1,1
9,2200,422,938,FORD,369,3.4896,Male,143800,1,1
11,5500,956,2827,ROVER,946,4.1071,Female,145800,1,1
20,1412,226,700,VOLVO,227,4.05,Male,130700,1,1
19,2987,626,1610,VOLVO,605,3.0533,Male,112100,1,1
16,1754,284,773,FIAT,277,4.817,Female,147000,1,1
26,1546,287,773,FIAT,299,2.9803,Male,115400,1,1
10,3875,668,1632,HONDA,593,4.6902,Male,171000,1,1
26,1937,286,769,ROVER,274,6.1185,Male,179200,1,1
17,1605,217,732,ROVER,241,5.47,Female,204800,1,0
52,240,44,6675,CITROEN,29,6.1359,Male,225000,1,0
15,3084,557,1040,FORD,562,2.5183,Female,293300,1,0
37,1252,267,686,FORD,256,3,Female,121900,1,1
42,2101,480,945,MAZDA,426,2.3333,Male,116000,1,1
21,6198,1223,2827,ROVER,1179,3.7796,Female,159000,1,1
6,9798,1551,4583,ROVER,1494,5.0159,Female,189600,1,0
21,3517,667,1687,SUZUKI,655,3.1161,Female,131600,1,1
2,12360,1747,4438,VOLVO,1470,6.2503,Female,222500,1,0
8,530,109,398,FIAT,96,4.2031,Female,212500,1,0
6,6873,959,2354,FORD,931,6.8869,Female,263100,1,0
16,2574,441,1041,JAGUAR,428,3.6645,Male,203400,1,0
4,11021,1565,3857,PORSCHE,1494,7.2582,Male,273200,1,0
25,394,94,155,VAUXHALL,83,2.233,Male,55000,1,1
35,7088,1279,4885,ALFA ROMEO,1272,2.6981,Male,112500,1,1
35,3295,560,1454,FIAT,536,3.1711,Female,101900,1,1
21,9774,1777,4674,HYUNDAI,1712,3.6817,Male,136100,1,1
24,4378,910,2149,MAZDA,812,2.5035,Female,123700,1,1
17,13553,2474,6544,RENAULT,2359,3.9727,Male,132700,1,1
25,2707,464,1423,TOYOTA,490,4.3235,Male,116900,1,1
32,9534,1819,4951,Unknown,1710,3.3926,Male,103400,1,1
13,2321,539,1066,FORD,497,2.7652,Male,95600,1,1
22,2938,619,1501,HONDA,561,2.7356,Male,96100,1,1
23,2547,504,1235,PEUGEOT,469,2.4722,Male,103300,1,1
26,1814,299,963,SKODA,317,4.4519,Male,110500,1,1
17,6663,1369,2840,VOLVO,1299,2.9452,Female,115600,1,1
25,1122,198,564,FIAT,213,3.1654,Male,111600,1,1
17,1671,378,848,MERCEDES,351,3.1194,Male,112500,1,1
29,1276,225,600,VAUXHALL,223,4.0938,Female,109100,1,1
15,3369,499,1733,FIAT,470,5.31,Male,127500,1,1
17,3608,682,1694,Unknown,666,3.311,Female,109400,1,1
25,692,146,504,FIAT,167,3.6897,Male,101100,1,1
18,1169,186,614,FORD,192,4.5766,Female,108700,1,1
13,4715,1090,2420,FORD,1059,2.9693,Female,104400,1,1
18,224,38,95,HYUNDAI,41,3.1042,Male,165000,1,1
19,2653,680,1419,JAGUAR,579,2.3787,Male,91300,1,1
16,1537,364,1125,RENAULT,375,2.6471,Male,90700,1,1
10,2421,580,962,SKODA,497,2.5035,Male,112500,1,1
9,2748,521,1663,VAUXHALL,565,3.5192,Male,113300,1,1
22,1229,253,733,VOLKSWAGEN,250,2.5,Male,101600,1,1
17,1621,350,706,VOLVO,338,2.3684,Male,150000,1,1
3,4188,1136,2081,BMW,995,3.0481,Male,92500,1,1
19,2460,470,1346,FORD,480,3.6563,Female,95600,1,1
25,3002,718,1660,FORD,613,2.1116,Male,89600,1,1
29,2748,563,1619,OTHER,525,2.8966,Female,92400,1,1
12,2975,628,1440,PEUGEOT,593,2.9896,Female,118600,1,1
11,2838,498,1701,TOYOTA,504,4.1447,Female,114000,1,1
12,16239,3358,8656,VOLKSWAGEN,3234,3.5691,Male,116300,1,1
19,6308,1167,3012,VOLVO,1112,2.9464,Female,113500,1,1
16,3895,896,1762,FIAT,855,2.6635,Male,135800,1,1
18,2129,363,815,FORD,347,2.7679,Female,118000,1,1
26,1793,244,653,FORD,235,5.6485,Male,129500,1,1
16,2629,491,1265,HYUNDAI,485,4.5066,Male,140200,1,1
17,1605,258,748,PEUGEOT,262,5.0917,Female,134100,1,1
14,5737,1008,2731,ROVER,983,4.4602,Male,134500,1,1
18,4481,780,2211,ROVER,775,3.9934,Female,123300,1,1
22,2607,411,1216,SAAB,407,5.0427,Female,126900,1,1
33,1191,198,554,VAUXHALL,191,2.8021,Female,118800,1,1
16,2278,370,1203,ALFA ROMEO,371,5.0622,Male,132400,1,1
17,6225,938,3064,FORD,947,5.2881,Male,138000,1,1
21,2713,432,1287,FORD,440,4.5815,Male,125500,1,1
20,1232,332,667,MAZDA,288,1.8288,Male,32500,1,1
27,1827,509,852,PROTON,450,2.0901,Female,52500,1,1
19,822,134,457,ROVER,133,4.15,Female,157500,1,1
29,2337,391,1054,SAAB,352,4.2206,Female,157700,1,1
4,20982,3392,10329,VOLVO,3086,4.3658,Female,130600,1,1
4,14418,2282,6578,CITROEN,2140,4.5604,Male,145900,1,1
3,2696,384,990,FORD,316,5.4445,Female,237600,1,0
19,2780,414,1320,FORD,404,5.8831,Male,209900,1,0
2,6992,1132,2816,PEUGEOT,984,4.3879,Female,144400,1,1
14,3205,465,1439,SKODA,456,5.7452,Female,240900,1,0
17,4401,655,1970,VOLVO,639,5.8239,Male,247500,1,0
6,3254,465,1168,BMW,345,5.1811,Male,188400,1,0
14,3727,685,1741,FORD,646,3.5625,Female,125700,1,1
18,2643,502,1755,MAZDA,541,3.3281,Female,91200,1,1
7,6091,921,2916,ROVER,886,4.7557,Male,150400,1,1
10,3425,629,1538,VOLVO,587,4.45,Female,138700,1,1
15,4155,637,1722,TOYOTA,616,4.8831,Male,154400,1,1
15,1883,254,893,BMW,256,6.2575,Male,143500,1,1
11,2322,459,1373,FIAT,424,3.175,Female,94400,1,1
18,4813,849,2333,FORD,843,4.175,Male,144400,1,1
10,5121,763,2568,HONDA,758,5.2447,Female,148100,1,1
10,1034,153,478,JAGUAR,155,7.0326,Female,241100,1,0
14,2634,463,1402,RENAULT,432,3.8897,Male,175700,1,1
14,2655,441,1277,VAUXHALL,422,4.6989,Female,213800,1,0
20,2054,339,934,Unknown,336,4.5368,Female,219300,1,0
17,2193,386,1148,FORD,372,4.5272,Male,191700,1,0
17,1144,202,626,PROTON,178,4.4107,Female,151600,1,1
14,1357,247,695,ROVER,224,4.1974,Male,157800,1,1
20,1732,307,999,VOLKSWAGEN,305,3.9808,Male,160200,1,1
20,1314,229,712,VOLVO,219,4.4125,Female,144600,1,1
11,1554,260,793,BMW,233,4.8073,Male,156700,1,1
17,2756,557,1986,OTHER,530,3.2234,Male,82000,1,1
14,980,171,659,FORD,183,4.4306,Female,170100,1,1
16,1708,391,687,RENAULT,378,1.9485,Female,155400,1,1
19,1403,276,901,Unknown,290,3.215,Male,104600,1,1
22,1768,396,1005,FORD,420,1.8846,Female,88300,1,1
4,6125,1063,3077,FORD,953,4.1179,Male,134600,1,1
27,2475,548,1703,HYUNDAI,517,2.5727,Female,86100,1,1
8,10505,1777,6002,LEXUS,1694,4.0516,Female,121200,1,1
11,5665,1507,3422,ROVER,1299,2.3343,Male,97800,1,1
18,1378,235,818,VAUXHALL,262,4.0625,Male,100300,1,1
21,1787,291,988,VOLVO,301,4.35,Male,96200,1,1
16,1215,223,787,FORD,233,4.1597,Male,95900,1,1
5,5666,1178,3139,JAGUAR,1131,3.3608,Male,108900,1,1
10,4446,897,2499,PEUGEOT,884,3.5461,Female,103600,1,1
3,39320,6210,16305,VAUXHALL,5358,4.9516,Male,153700,1,1
24,1605,277,1966,FIAT,250,3.0833,Female,162500,1,1
32,1441,261,629,FORD,249,4.4519,Male,137500,1,1
36,1212,255,569,MAZDA,256,2.0048,Female,72900,1,1
47,1396,254,630,TOYOTA,218,2.8616,Male,92500,1,1
43,1906,327,996,MG,314,2.9744,Male,136800,1,1
52,910,212,429,BMW,212,1.6458,Female,52800,1,1
36,1395,264,700,FIAT,244,2.4353,Male,162500,1,1
19,4896,1083,2150,FORD,905,3.3398,Female,89700,1,1
17,3610,593,1734,JAGUAR,559,5.8324,Male,374200,1,0
21,2471,473,1753,MAZDA,451,4.025,Male,293800,1,0
27,2049,417,1230,PROTON,336,4.6477,Male,265900,1,0
23,3359,725,1862,RENAULT,651,2.6719,Male,193600,1,0
36,1019,168,602,ROVER,169,2.625,Female,210000,1,0
21,3416,624,1862,TOYOTA,595,4.7813,Male,241500,1,0
20,1345,230,731,VOLKSWAGEN,217,4.2333,Male,363300,1,0
11,1613,335,1617,VOLVO,342,3.1375,Male,146200,1,1
41,440,106,389,FIAT,94,2.6818,Female,225000,1,0
11,1708,394,1474,FORD,372,2.8839,Male,145900,1,1
50,2666,613,1768,NISSAN,555,2.6598,Female,157300,1,1
52,1860,400,1215,ROVER,367,2.9554,Female,136500,1,1
40,2352,536,1430,VAUXHALL,535,3.0912,Female,155300,1,1
23,1771,356,1105,VOLKSWAGEN,338,3.7049,Female,192200,1,0
36,1256,270,910,Unknown,255,1.9405,Male,145400,1,1
13,4115,782,2903,FORD,747,3.7316,Female,192400,1,0
6,3769,669,2061,HONDA,648,4.1875,Male,217600,1,0
11,1996,382,1023,HYUNDAI,358,3.5714,Male,243000,1,0
17,2625,512,1487,MAZDA,481,3.6354,Male,221200,1,0
14,3658,612,1951,NISSAN,600,4.76,Female,216000,1,0
11,3701,739,1749,PROTON,654,3.067,Female,207900,1,0
7,1644,338,1143,ROVER,331,4.005,Male,180400,1,0
7,1626,325,677,SKODA,304,2.3125,Female,170800,1,1
30,516,90,288,VOLKSWAGEN,95,3.6333,Female,202500,1,0
7,4609,741,1660,FIAT,720,5.0871,Female,290500,1,0
15,2638,429,1289,FORD,357,4.1528,Male,336800,1,0
23,395,70,166,HONDA,52,2.2132,Female,100000,1,1
52,1691,301,618,LEXUS,239,3.2292,Male,225000,1,0
4,22128,3522,10450,NISSAN,3258,6.1287,Female,289600,1,0
2,556,63,179,PROTON,54,8.4411,Female,500001,1,0
14,5622,861,3108,ROVER,821,5.7763,Male,206700,1,0
3,9662,1385,2497,VOLVO,856,6.7172,Male,292400,1,0
4,9755,1748,4662,Unknown,1583,5.6501,Female,254900,1,0
16,13290,2062,6931,CITROEN,2023,5.228,Male,187800,1,0
10,10856,2278,6474,FIAT,2199,3.851,Female,137200,1,1
4,8301,1333,3941,FORD,1236,6.2141,Female,252200,1,0
13,984,127,364,HYUNDAI,119,7.5839,Male,426900,1,0
40,1092,213,457,LANDROVER,190,5.1165,Male,184200,1,0
28,1437,295,724,NISSAN,262,2.725,Male,140200,1,1
10,1979,454,1117,RENAULT,389,3.7802,Male,107300,1,1
25,1719,331,1098,ROVER,324,3.625,Male,121800,1,1
29,1276,283,1216,VAUXHALL,316,2.5972,Female,134300,1,1
31,1840,380,1187,VOLVO,357,3.8875,Male,129200,1,1
30,4255,773,2129,DAIMLER,730,4.5185,Male,142500,1,1
35,3222,559,1970,FORD,550,3.7083,Female,131000,1,1
34,4055,739,2470,HONDA,753,3.8586,Male,136000,1,1
14,4136,886,2026,MAZDA,788,3.2344,Male,128200,1,1
24,1948,362,1286,ROVER,364,3.6,Male,139300,1,1
33,4674,791,2769,VOLVO,784,4.1448,Male,137300,1,1
33,1552,288,1326,LANDROVER,303,3.7969,Male,128400,1,1
29,873,226,649,Unknown,198,2.7986,Male,114400,1,1
25,1881,433,1337,FORD,417,2.5536,Female,144000,1,1
25,2054,609,2271,HONDA,564,2.3049,Female,150000,1,1
7,732,145,431,OTHER,132,2.9107,Female,95300,1,1
27,2127,628,1970,ROVER,534,1.4722,Female,91300,1,1
25,1859,463,1070,VOLVO,374,2.5395,Male,187500,1,0
10,1875,366,1055,FORD,363,4.3264,Female,128900,1,1
24,2834,470,1815,FORD,471,4.7357,Male,162500,1,1
16,1458,295,912,JAGUAR,331,3.625,Male,160400,1,1
20,2281,444,1545,OTHER,481,2.5735,Female,130500,1,1
31,2220,526,1662,ROVER,472,2.7321,Female,104300,1,1
8,1841,409,1243,DAEWOO,394,4.0614,Male,107000,1,1
5,4459,896,2028,FORD,881,4.0096,Female,182600,1,0
13,5301,1025,2870,HYUNDAI,984,3.5954,Female,163000,1,1
20,1950,310,1054,NISSAN,312,4.625,Female,222100,1,0
17,4098,733,1859,VAUXHALL,713,2.9811,Male,231800,1,0
17,2902,476,1652,Unknown,479,5.6029,Male,161800,1,1
17,1781,262,860,FORD,256,6.5958,Female,236800,1,0
36,2340,392,1213,FORD,388,4.125,Female,213000,1,0
15,4363,690,2410,MG,666,5.4824,Female,179700,1,0
5,3761,580,2335,VAUXHALL,648,5.7338,Male,225400,1,0
28,707,154,561,DAEWOO,129,2.5781,Male,111600,1,1
15,4905,711,2711,FORD,762,5.7021,Female,193100,1,0
17,12689,2426,7343,HYUNDAI,2230,3.6361,Female,157700,1,1
11,3467,749,2163,MAZDA,676,3.4267,Male,164400,1,1
20,8561,1411,4861,VAUXHALL,1450,4.7056,Female,165500,1,1
16,2859,668,1946,FORD,591,3.0396,Female,124300,1,1
20,6374,1412,3690,MAZDA,1350,3.4184,Female,162500,1,1
20,7326,1555,5718,VOLVO,1538,3.2073,Male,123500,1,1
30,2598,573,2170,JAGUAR,518,2.3,Male,95600,1,1
24,1033,189,486,FORD,204,4.1719,Female,213500,1,0
25,3430,485,1284,FORD,438,8.5282,Female,360100,1,0
16,2896,404,1165,HYUNDAI,379,6.4559,Female,392900,1,0
4,4082,578,1996,TVR,580,6.7813,Male,286300,1,0
4,4791,695,1871,VOLVO,659,6.9532,Female,277000,1,0
11,3628,469,1488,FORD,463,7.0844,Male,325000,1,0
8,1692,253,857,ROVER,251,6.9418,Female,310500,1,0
20,2524,311,965,Unknown,285,8.0103,Male,395500,1,0
16,2196,287,949,VAUXHALL,289,8.6573,Male,354000,1,0
8,2915,371,1271,AUDI,354,7.9627,Female,345400,1,0
10,2846,362,1221,HONDA,355,7.7234,Female,304100,1,0
17,3229,405,1289,PROTON,407,6.3842,Male,307100,1,0
15,3162,495,1145,VOLVO,473,5.3525,Female,191700,1,0
19,3995,554,1523,HONDA,509,6.075,Female,254100,1,0
22,2272,278,933,VAUXHALL,305,8.8204,Female,390500,1,0
9,3877,490,1815,FORD,490,8.4839,Female,406700,1,0
24,2121,296,913,VOLKSWAGEN,302,5.9328,Male,255900,1,0
17,3006,427,1291,VAUXHALL,406,6.2083,Female,242700,1,0
4,4323,775,1479,FIAT,663,6.0758,Female,226800,1,0
18,3605,534,1682,HONDA,480,5.8407,Female,202900,1,0
29,2927,634,1710,TOYOTA,623,3.6219,Female,176600,1,1
16,2129,420,932,BMW,379,2.5868,Female,146900,1,1
30,2674,428,1404,FORD,456,4.2969,Male,165600,1,1
16,2427,522,794,FORD,491,2.6929,Female,119300,1,1
16,2181,321,1133,HYUNDAI,350,5.7214,Female,259400,1,0
16,3190,471,1414,JAGUAR,464,5.5292,Female,208600,1,0
16,3853,541,1726,VOLKSWAGEN,497,6.1195,Female,251100,1,0
19,3445,661,1635,FIAT,580,5.0681,Male,230500,1,0
27,2298,340,1071,JAGUAR,369,6.5587,Male,239000,1,0
28,2788,370,1140,PEUGEOT,385,5.3368,Female,233500,1,0
17,3759,1035,1722,ROVER,847,2.6074,Female,137500,1,1
11,7392,1796,3841,SUZUKI,1621,2.8326,Male,163000,1,1
28,1263,248,601,VOLVO,219,3.875,Male,174000,1,1
19,2969,605,1326,FIAT,573,4.3438,Female,155700,1,1
19,1688,365,622,FORD,322,3.6,Male,136400,1,1
37,1971,345,939,HYUNDAI,358,3.4634,Female,145300,1,1
26,1855,553,1109,PORSCHE,536,2.2429,Male,150000,1,1
30,1461,341,1014,VAUXHALL,345,2.4667,Female,106000,1,1
22,1547,334,773,VOLVO,316,2.9812,Male,148800,1,1
17,4418,1256,2417,FORD,1094,2.7266,Male,101000,1,1
26,1151,200,593,HYUNDAI,188,3.6667,Female,166300,1,1
20,2462,496,1117,RENAULT,458,3.2321,Female,162500,1,1
23,1426,313,954,VOLVO,319,3.0357,Female,151500,1,1
33,2446,396,1209,FORD,412,4.3958,Female,145600,1,1
20,3216,516,1655,PROTON,524,5.1261,Male,158800,1,1
17,1869,311,831,TOYOTA,262,6.148,Female,243900,1,0
31,2561,414,1204,HYUNDAI,435,4.4637,Male,192800,1,0
15,4799,1209,2554,Unknown,1057,2.6582,Female,122800,1,1
8,3557,890,2251,FORD,765,2.6818,Female,114100,1,1
34,2839,659,1822,FORD,631,3.05,Female,121300,1,1
46,1214,281,701,FORD,294,2.7083,Female,116300,1,1
44,1526,337,831,LANDROVER,326,3.0284,Male,115800,1,1
44,2808,585,1444,MAZDA,550,2.7159,Female,139300,1,1
21,5662,1185,3067,ROVER,1055,3.3482,Female,137300,1,1
28,2459,492,1230,VAUXHALL,498,3.0978,Male,137200,1,1
29,1840,388,1278,Unknown,368,3.5036,Female,123400,1,1
24,2626,692,2204,FORD,647,1.7806,Female,135000,1,1
32,1775,314,1067,LOTUS,302,4.0375,Male,121300,1,1
35,2621,391,1074,TOYOTA,391,4.7176,Female,166400,1,1
38,2750,572,1410,VAUXHALL,483,3.3836,Female,144900,1,1
37,2454,511,1165,FORD,504,2.9474,Male,139600,1,1
24,4043,952,2174,FORD,859,2.2244,Male,114900,1,1
36,2072,408,964,NISSAN,395,2.8702,Female,137000,1,1
33,2081,409,1008,RENAULT,375,2.587,Female,138100,1,1
36,1485,236,623,SAAB,261,3.3036,Male,141000,1,1
33,3659,590,1773,CITROEN,615,3.9227,Female,157200,1,1
37,2576,468,1284,FORD,428,3.3958,Male,130400,1,1
43,1970,379,1036,FORD,391,3.2083,Female,122800,1,1
52,2264,439,1031,FORD,437,3.375,Female,144300,1,1
40,1609,258,624,LANDROVER,242,5.4689,Male,158200,1,1
35,1254,241,729,TOYOTA,253,3.495,Female,118000,1,1
33,1987,455,1369,FORD,475,2.4464,Female,122600,1,1
38,1810,371,1257,FORD,354,3.8355,Male,111700,1,1
39,2650,511,1537,NISSAN,495,3.4432,Female,106700,1,1
15,4061,811,2884,ROVER,734,3.3936,Female,127000,1,1
30,1372,235,1047,Unknown,225,3.1597,Female,116300,1,1
19,3490,816,2818,FORD,688,2.8977,Male,126200,1,1
26,3271,595,2259,JAGUAR,566,4.0139,Male,132000,1,1
22,2626,631,1678,VOLVO,557,3.125,Female,111800,1,1
24,2801,554,2064,Unknown,529,4.4946,Female,136000,1,1
20,3550,736,2229,CITROEN,681,3.0199,Female,128800,1,1
23,1945,362,1483,FORD,383,4.4205,Female,135500,1,1
11,2000,391,1503,JAGUAR,426,4.6167,Male,144000,1,1
12,4427,822,2400,PROTON,843,4.7147,Male,158700,1,1
15,2700,460,1432,SUBARU,449,4.9063,Male,159800,1,1
35,2501,651,1182,VAUXHALL,591,1.4464,Female,113200,1,1
52,1041,252,558,VOLVO,231,1.9236,Male,117200,1,1
41,465,130,349,BMW,138,2.0893,Male,112500,1,1
16,6009,1599,5110,MAZDA,1389,2.5677,Male,128900,1,1
30,2787,713,2647,ROVER,693,2.2765,Male,98100,1,1
38,2450,544,1823,TVR,536,2.837,Female,111200,1,1
52,1644,372,1269,VAUXHALL,355,2.6913,Female,108300,1,1
26,1592,429,1182,VAUXHALL,365,2.4583,Female,110400,1,1
39,1405,339,1489,VOLVO,336,1.608,Female,91800,1,1
41,1171,334,1479,CITROEN,334,2.25,Female,90500,1,1
43,763,219,851,FORD,198,1.7292,Male,79200,1,1
50,637,143,590,MAZDA,147,1.9659,Female,85700,1,1
39,1210,310,1294,RENAULT,303,2.3636,Female,88300,1,1
36,2341,520,2138,VAUXHALL,523,2.3347,Female,104000,1,1
33,960,216,831,VOLVO,222,2.5391,Male,108600,1,1
6,5129,1119,2533,ALFA ROMEO,949,3.625,Male,113600,1,1
16,3260,501,1973,FORD,535,4.6563,Male,162000,1,1
16,2081,348,1332,FORD,356,4.7872,Male,147600,1,1
14,2644,525,2021,FORD,511,3.6467,Male,147500,1,1
15,3393,653,2039,MAZDA,611,3.9336,Female,151000,1,1
10,3657,695,2079,ROVER,663,4.2054,Male,159900,1,1
6,2833,628,1717,VAUXHALL,589,3.2062,Female,167500,1,1
13,2295,374,1284,VOLVO,378,5.2551,Female,194300,1,0
13,1543,383,776,AUDI,358,3.0598,Female,99700,1,1
27,574,103,321,FORD,103,3.9107,Male,186500,1,0
9,2107,411,1138,FORD,389,4.4042,Female,159100,1,1
14,2137,345,1151,NISSAN,352,5.753,Male,185500,1,0
16,3042,524,1516,ROVER,475,4.8906,Male,178500,1,1
11,3358,504,1690,VAUXHALL,482,6.7544,Male,207900,1,0
15,4420,903,2373,VOLVO,858,3.449,Female,149100,1,1
28,2360,607,2623,VOLVO,592,2.5048,Male,100000,1,1
32,1129,251,1378,FORD,268,3.0057,Male,96900,1,1
27,1407,362,1684,PROTON,350,2.1944,Male,95700,1,1
11,2050,382,1044,VOLKSWAGEN,371,4.8281,Male,137000,1,1
21,1801,507,2556,MG,484,2.4716,Male,102500,1,1
10,3194,579,2088,Unknown,549,4.1779,Male,159100,1,1
10,4887,930,2637,BMW,831,4.0611,Male,158000,1,1
13,4864,729,2780,FIAT,723,5.6168,Female,175400,1,1
9,4265,587,2280,FORD,589,5.5632,Female,195100,1,0
15,3942,661,2240,FORD,621,4.8311,Female,176000,1,1
16,2040,325,1207,HONDA,324,5.0431,Male,164100,1,1
15,1791,346,1219,ROVER,328,3.8125,Female,170300,1,1
16,2103,348,1305,SUZUKI,356,5.2849,Male,160400,1,1
16,1499,232,918,TOYOTA,239,5.5677,Male,175400,1,1
33,883,211,1007,VAUXHALL,210,2.8281,Female,103600,1,1
8,4116,766,1785,FIAT,745,3.1672,Male,150200,1,1
12,5616,871,3019,FORD,782,5.5425,Male,202300,1,0
6,248,47,119,FORD,42,2.125,Female,416700,1,0
25,352,41,99,FORD,34,3.9696,Male,500000,1,0
8,63,9,25,HYUNDAI,7,7.7197,Female,275000,1,0
29,1005,152,513,HYUNDAI,149,2.4375,Female,181300,1,0
5,1387,236,855,OTHER,270,5.411,Female,201100,1,0
26,1225,199,717,MAZDA,204,2.7284,Female,225000,1,0
36,447,95,2886,NISSAN,85,4.2578,Female,183300,1,0
2,7544,1516,2801,RENAULT,1001,4.0037,Female,245200,1,0
3,12806,2219,4249,SUBARU,1499,5.485,Male,343100,1,0
5,6135,879,2795,VAUXHALL,781,5.9369,Male,225200,1,0
4,17577,2819,7766,VAUXHALL,2473,5.1333,Female,181800,1,0
16,2114,374,1463,BMW,399,3.9241,Female,131500,1,1
21,2455,381,1094,FIAT,327,4.6437,Female,191700,1,0
2,11965,1802,4436,FORD,1296,5.285,Male,191700,1,0
2,718,98,119,FORD,50,4.1,Male,315000,1,0
3,5710,919,2874,HYUNDAI,886,5.3638,Female,206300,1,0
10,9467,1181,3819,MAZDA,1122,7.8252,Male,361400,1,0
7,11818,1745,5499,PEUGEOT,1600,5.3678,Female,231700,1,0
16,13556,1704,5669,ROVER,1668,6.5138,Male,311500,1,0
14,15809,2485,7363,VAUXHALL,2410,5.5198,Female,245600,1,0
21,8416,1386,4308,CATERHAM,1341,4.4611,Female,164600,1,1
17,6709,1198,3954,FORD,1161,4.6997,Male,156900,1,1
10,20263,3915,9716,HYUNDAI,3744,3.8505,Male,169600,1,1
14,11635,2055,6443,JAGUAR,2009,4.7547,Male,157600,1,1
18,6025,1062,3360,NISSAN,1028,4.8889,Male,155700,1,1
4,6956,1271,3455,RENAULT,1228,4.7193,Female,178700,1,1
4,5351,1210,2988,RENAULT,1101,3.7973,Male,181300,1,0
9,18956,4095,10323,SAAB,3832,3.6033,Male,132600,1,1
17,3646,1035,1987,VAUXHALL,895,2.3603,Female,139300,1,1
4,6360,1584,3359,FIAT,1396,3.5186,Male,127800,1,1
27,754,200,746,FORD,185,1.9531,Male,100800,1,1
16,2401,465,1757,FORD,500,3.9755,Male,120400,1,1
4,2152,580,1083,HONDA,441,3.1458,Male,118800,1,1
16,3443,562,2130,HYUNDAI,564,5.0769,Male,161400,1,1
14,1463,261,881,MAZDA,245,4.7857,Female,152500,1,1
4,5998,1092,3182,PROTON,1042,5.2692,Male,174800,1,1
5,6933,1311,3845,SUBARU,1285,4.6727,Male,158900,1,1
18,5605,1303,4028,Unknown,1145,2.9386,Male,116400,1,1
5,2185,488,1379,FORD,458,3.7917,Male,103000,1,1
4,11587,1796,5804,HYUNDAI,1705,4.8283,Male,141900,1,1
7,5954,1071,3567,MG,1070,3.2056,Male,134100,1,1
16,5058,965,3388,VAUXHALL,878,3.6417,Female,119000,1,1
10,714,131,381,FIAT,119,0.8926,Female,116100,1,1
6,10565,1767,5690,MERCEDES,1555,4.1797,Male,141000,1,1
35,908,226,667,Unknown,203,2.5833,Female,93500,1,1
7,1759,473,1064,FIAT,328,1.9583,Female,108800,1,1
8,4711,963,3310,FORD,988,3.5488,Female,101600,1,1
32,3170,630,2612,HONDA,580,3.6394,Male,99200,1,1
32,1650,328,1124,OTHER,290,3.1838,Male,98600,1,1
30,2287,531,1796,MITSUBISHI,503,2.5833,Male,90600,1,1
18,3830,750,2767,ROVER,702,3.6602,Female,120700,1,1
19,3155,572,2482,TOYOTA,642,2.9973,Female,113400,1,1
28,1922,382,1565,VAUXHALL,340,3.915,Female,117400,1,1
17,1834,390,1253,VOLVO,357,3.1028,Female,106400,1,1
24,1017,227,568,BMW,187,1.5972,Male,112500,1,1
27,2532,495,1305,FORD,436,2.9107,Female,143100,1,1
24,2831,478,1582,MG,435,4.3397,Female,195600,1,0
33,1379,273,884,SEAT,229,2.7574,Male,125000,1,1
20,1483,249,660,TOYOTA,194,3.9464,Female,207700,1,0
5,3958,665,2456,VOLVO,666,5.1647,Male,154700,1,1
4,3428,649,2158,AUSTIN,632,5.0175,Female,143400,1,1
4,6034,1170,3527,FORD,1098,4.1775,Male,143700,1,1
3,12870,2315,5820,FORD,1759,4.2429,Female,147300,1,1
11,10804,1493,5221,MG,1482,5.246,Female,161400,1,1
4,12156,1864,5020,VAUXHALL,1524,4.7909,Male,149200,1,1
16,1769,254,1778,FIAT,251,5.3671,Male,181800,1,0
16,193,45,312,FORD,76,3.7578,Male,137500,1,1
7,6356,1244,4052,FORD,1164,2.9112,Female,121700,1,1
9,4288,1017,3156,HYUNDAI,900,2.7827,Male,105800,1,1
6,5571,1316,4048,LANDROVER,1154,2.0308,Female,91100,1,1
25,4261,893,2319,ROVER,702,3.3958,Male,111900,1,1
18,3977,809,2231,VOLVO,742,4.1399,Male,115400,1,1
34,1345,265,834,FIAT,290,3.7011,Female,99500,1,1
17,4109,884,2544,MITSUBISHI,780,2.7757,Male,109800,1,1
43,1898,418,971,VOLKSWAGEN,366,2.4735,Male,89900,1,1
43,1614,400,926,VOLVO,349,2.075,Male,95100,1,1
24,3477,831,2541,FIAT,753,2.3682,Female,97400,1,1
12,3598,828,2588,ROVER,781,2.375,Female,113800,1,1
15,5024,992,3208,VAUXHALL,981,3.6025,Female,116400,1,1
28,3193,525,1750,FORD,523,4.1375,Male,128300,1,1
28,2300,419,1312,Unknown,444,3.4844,Female,127700,1,1
31,3207,560,1582,FORD,538,4.263,Female,127400,1,1
18,3172,632,1621,ROVER,573,2.7437,Female,120200,1,1
21,4460,930,2657,Unknown,839,2.7569,Male,127500,1,1
13,4563,1187,2475,FORD,1019,2.1189,Female,121700,1,1
